Brand,Price,Launch Year,OS,CPU,CPU Architecture,RAM,Display Type,Screen Size,Screen to Body Ratio,Touch Screen,Refresh Rate,Height,Width,Thickness,Weight,Material,Camera Setup,Camera Autofocus,Camera Flash,Image Resolution,Capacity,Battery Type,Removable Battery,Quick Charging,USB Type-C,Internal Memory,Expandable Memory,User Available Storage,Storage Type,SIM Slot(s),Network Support,VoLTE,Wi-Fi,Bluetooth,GPS,NFC,FM Radio,Loudspeaker,Fingerprint Sensor,Waterproof,Wireless Charging,Heart Rate Monitor
Honor,"9,999","January 21, 2018 (Official)",Android v8.0 (Oreo),"Octa core (2.36 GHz, Quad core, Cortex A53 + 1.7 GHz, Quad core, Cortex A53)",64 bit,"4 GB
                                                                                        
             








Excellent            
▾",IPS LCD,5.65 inches (14.35 cm),75.88 %,"Yes, Capacitive Touchscreen, Multi-touch",,"151 mm
                                                                                                                                                Compare Size",71.9 mm,"7.6 mm
                                                                                                                                                                                    
             








Very Good            
▾","149 grams
                                                                                                                                                                                    
             








Good            
▾",Back: Mineral Glass,Dual,"Yes, Phase Detection autofocus","Yes, LED Flash",4128 x 3096 Pixels,3000 mAh,Li-Polymer,No,,No,"64 GB
                                                                                        
             








Best in Class            
▾","Yes, Up to 256 GB",Up to 53.5 GB,eMMC 5.1,"Dual SIM, GSM+GSM","4G (supports Indian bands), 3G, 2G",Yes,"Yes, Wi-Fi 802.11, b/g/n","Yes, v4.2",Yes with A-GPS,No,Yes,Yes,Yes,,,
Moto,"12,330","November 13, 2017 (Official)",Android v7.1 (Nougat),"Octa core, 2.2 GHz, Cortex A53",64 bit,"4 GB
                                                                                        
             








Excellent            
▾",IPS LCD,5.2 inches (13.21 cm),68.32 %,"Yes, Capacitive Touchscreen, Multi-touch",,"148.3 mm
                                                                                                                                                Compare Size",73.4 mm,"7.9 mm
                                                                                                                                                                                    
             








Very Good            
▾","163 grams
                                                                                                                                                                                    
             








Good            
▾",Case: MetalBack: Metal,Single,"Yes, Phase Detection autofocus, Dual Pixel autofocus, Selective Focus autofocus","Yes, LED Flash",4000 x 3000 Pixels,3000 mAh,Li-ion,No,"Yes, Turbo Power",Yes,"64 GB
                                                                                        
             








Best in Class            
▾","Yes, Up to 2 TB",Up to 45.5 GB,,"Dual SIM, GSM+GSM","4G (supports Indian bands), 3G, 2G",,"Yes, Wi-Fi 802.11, a/ac/b/g/n/n 5GHz","Yes, v5.0","Yes with A-GPS, Glonass",Yes,Yes,Yes,Yes,"Yes, Water resistant, IP68",,
Yu,"5,799","June 6, 2017 (Official)",Android v6.0 (Marshmallow),"Octa core, 1.4 GHz, Cortex A53",64 bit,"4 GB
                                                                                        
             








Excellent            
▾",IPS LCD,5.0 inches (12.7 cm),69.57 %,"Yes, Capacitive Touchscreen, Multi-touch",,"142 mm
                                                                                                                                                Compare Size",69.6 mm,"8.7 mm
                                                                                                                                                                                    
             








Good            
▾","152 grams
                                                                                                                                                                                    
             








Good            
▾",Case: MetalBack: Metal,Single,Yes,"Yes, LED Flash",4128 x 3096 Pixels,3000 mAh,Li-Polymer,No,,No,"32 GB
                                                                                        
             








Excellent            
▾","Yes, Up to 64 GB",Up to 22.4 GB,,"Dual SIM, GSM+GSM","4G (supports Indian bands), 3G, 2G",Yes,"Yes, Wi-Fi 802.11, b/g/n","Yes, v4.1",Yes with A-GPS,No,Yes,Yes,Yes,,,
Moto,"5,450","April 4, 2017 (Official)",Android v7.0 (Nougat),"Octa core, 1.4 GHz, Cortex A53",64 bit,"3 GB
                                                                                        
             








Excellent            
▾",IPS LCD,5.0 inches (12.7 cm),65.27 %,"Yes, Capacitive Touchscreen, Multi-touch",,"144.3 mm
                                                                                                                                                Compare Size",73 mm,"9.5 mm
                                                                                                                                                                                    
             








Average            
▾","144.5 grams
                                                                                                                                                                                    
             








Very Good            
▾",Case: MetalBack: Metal,Single,"Yes, Phase Detection autofocus","Yes, Screen flash",4128 x 3096 Pixels,2800 mAh,Li-ion,Yes,"Yes, Rapid",No,"16 GB
                                                                                        
             








Very Good            
▾","Yes, Up to 128 GB",Up to 10.3 GB,,"Dual SIM, GSM+GSM","4G (supports Indian bands), 3G, 2G",Yes,"Yes, Wi-Fi 802.11, a/b/g/n/n 5GHz","Yes, v4.2","Yes with A-GPS, Glonass",No,Yes,Yes,Yes,"Yes, Splash proof",,
Lenovo,"6,990","December 16, 2016 (Official)",Android v6.0 (Marshmallow),"Octa core, 1.4 GHz, Cortex A53",64 bit,"4 GB
                                                                                        
             








Excellent            
▾",IPS LCD,5.5 inches (13.97 cm),72.5 %,"Yes, Capacitive Touchscreen, Multi-touch",,"151 mm
                                                                                                                                                Compare Size",76 mm,"8.4 mm
                                                                                                                                                                                    
             








Very Good            
▾","169 grams
                                                                                                                                                                                    
             








Average            
▾",Case: MetalBack: Metal,Single,No,No,4616 x 3464 Pixels,4000 mAh,Li-Polymer,No,,No,"32 GB
                                                                                        
             








Excellent            
▾","Yes, Up to 128 GB",Up to 23.9 GB,,"Dual SIM, GSM+GSM","4G (supports Indian bands), 3G, 2G",Yes,"Yes, Wi-Fi 802.11, b/g/n","Yes, v4.2",Yes with A-GPS,No,Yes,Yes,Yes,,,
Moto,"39,999","October 17, 2016 (Official)",Android v6.0.1 (Marshmallow),"Quad core (1.8 GHz, Dual core, Kryo + 1.59 GHz, Dual core, Kryo)",64 bit,"4 GB
                                                                                        
             








Excellent            
▾",AMOLED,5.5 inches (13.97 cm),72.07 %,"Yes, Capacitive Touchscreen, Multi-touch",,"153.3 mm
                                                                                                                                                Compare Size",75.3 mm,"5.1 mm
                                                                                                                                                                                    
             








Best in Class            
▾","136 grams
                                                                                                                                                                                    
             








Very Good            
▾",Case: MetalBack: Metal,Single,"Yes, Laser autofocus","Yes, Dual-LED CCT Flash",4128 x 3096 Pixels,2600 mAh,Li-ion,No,"Yes, Turbo Power",Yes,"64 GB
                                                                                        
             








Best in Class            
▾","Yes, Up to 2 TB",,,"Dual SIM, GSM+GSM","4G (supports Indian bands), 3G, 2G",Yes,"Yes, Wi-Fi 802.11, a/ac/b/g/n/n 5GHz","Yes, v4.1","Yes with A-GPS, Glonass",Yes,Yes,Yes,Yes,"Yes, Splash proof",,
Sony,"49,990","October 10, 2016 (Official)",Android v6.0 (Marshmallow),"Quad core (2.15 GHz, Dual core, Kryo + 1.6 GHz, Dual core, Kryo)",64 bit,"3 GB
                                                                                        
             








Excellent            
▾",IPS LCD,5.2 inches (13.21 cm),70.75 %,"Yes, Capacitive Touchscreen, Multi-touch",,"146 mm
                                                                                                                                                Compare Size",72 mm,"8.1 mm
                                                                                                                                                                                    
             








Very Good            
▾","161 grams
                                                                                                                                                                                    
             








Good            
▾",,Single,"Yes, Hybrid autofocus",No,5520 x 4140 Pixels,2900 mAh,Li-Polymer,No,"Yes, Quick",Yes,"64 GB
                                                                                        
             








Best in Class            
▾","Yes, Up to 256 GB",,,"Dual SIM, GSM+GSM","4G (supports Indian bands), 3G, 2G",Yes,"Yes, Wi-Fi 802.11, a/ac/b/g/n/n 5GHz","Yes, v4.2","Yes with A-GPS, Glonass",Yes,"Yes, RDS",Yes,Yes,"Yes, Water resistant (up to 30 minutes in a depth of 1.5 meter), IP65, IP68",,
Samsung,"4,650","August 29, 2016 (Official)",Tizen v2.4,"Quad core, 1.5 GHz, Cortex A7",,"1 GB
                                                                                        
             








Good            
▾",TFT,4.0 inches (10.16 cm),59.5 %,"Yes, Capacitive Touchscreen, Multi-touch",,"121.5 mm
                                                                                                                                                Compare Size",63 mm,"10.8 mm
                                                                                                                                                                                    
             








Below Average            
▾","127 grams
                                                                                                                                                                                    
             








Very Good            
▾",,Single,No,No,2592 x 1944 Pixels,1500 mAh,Li-ion,Yes,,No,"8 GB
                                                                                        
             








Average            
▾","Yes, Up to 128 GB",Up to 5.1 GB,,"Dual SIM, GSM+GSM","4G (supports Indian bands), 3G, 2G",Yes,"Yes, Wi-Fi 802.11, b/g/n","Yes, v4.0",Yes with A-GPS,No,Yes,Yes,No,,,
Lava,"7,999","June 10, 2016 (Official)",Android v6.0 (Marshmallow),"Quad core, 1.3 GHz, Cortex A53",64 bit,"3 GB
                                                                                        
             








Excellent            
▾",IPS LCD,5.0 inches (12.7 cm),65.69 %,"Yes, Capacitive Touchscreen, Multi-touch",,"142.6 mm
                                                                                                                                                Compare Size",73.4 mm,"8.4 mm
                                                                                                                                                                                    
             








Very Good            
▾","141 grams
                                                                                                                                                                                    
             








Very Good            
▾",,Single,No,"Yes, LED Flash",4128 x 3096 Pixels,2700 mAh,Li-Polymer,Yes,,No,"16 GB
                                                                                        
             








Very Good            
▾","Yes, Up to 64 GB",Up to 9.9 GB,,"Dual SIM, GSM+GSM","4G (supports Indian bands), 3G, 2G",Yes,"Yes, Wi-Fi 802.11, b/g/n","Yes, v4.0","Yes with A-GPS, Glonass",No,"Yes, Recording option",Yes,No,,,
Apple,"49,990","October 16, 2015 (Official)",iOS v9,"Dual core, 1.84 GHz",64 bit,"2 GB
                                                                                        
             








Very Good            
▾",IPS LCD,5.5 inches (13.97 cm),67.51 %,"Yes, 3D Touch Touchscreen, Multi-touch",,"158.2 mm
                                                                                                                                                Compare Size",77.9 mm,"7.3 mm
                                                                                                                                                                                    
             








Excellent            
▾","192 grams
                                                                                                                                                                                    
             








Below Average            
▾",,Single,"Yes, Phase Detection autofocus",No,4608 x 2592 Pixels,2750 mAh,Li-Polymer,No,,,"128 GB
                                                                                        
             








Best in Class            
▾",No,,NVMe,"Single SIM, GSM","4G (supports Indian bands), 3G, 2G",Yes,"Yes, Wi-Fi 802.11, a/ac/b/g/n/n 5GHz, MIMO","Yes, v4.2","Yes with A-GPS, Glonass",Yes,No,Yes,Yes,,,
Yu,"4,999","May 19, 2015 (Official)",Android v5.0.2 (Lollipop),"Quad core, 1.2 GHz, Cortex A53",64 bit,"2 GB
                                                                                        
             








Very Good            
▾",IPS LCD,5.0 inches (12.7 cm),66.28 %,"Yes, Capacitive Touchscreen, Multi-touch",,"142.3 mm
                                                                                                                                                Compare Size",72.9 mm,"8.2 mm
                                                                                                                                                                                    
             








Very Good            
▾","143 grams
                                                                                                                                                                                    
             








Very Good            
▾",Case: MetalBack: Metal,Single,No,No,3264 x 2448 Pixels,2230 mAh,Li-ion,Yes,"Yes, Fast",No,"16 GB
                                                                                        
             








Very Good            
▾","Yes, Up to 32 GB",,,"Dual SIM, GSM+GSM","4G (supports Indian bands), 3G, 2G",,"Yes, Wi-Fi 802.11, b/g/n","Yes, v4.0","Yes with A-GPS, Glonass",No,Yes,Yes,No,,,
Motorola,"18,690","November 16, 2021 (Expected)",Android v10 (Q),"Octa core (2.2 GHz, Dual core, Kryo 360 + 1.7 GHz, Hexa Core, Kryo 360)",64 bit,"4 GB
                                                                                        
             








Excellent            
▾",IPS LCD,6.5 inches (16.51 cm),81.61 %,"Yes, Capacitive Touchscreen, Multi-touch",,"164.9 mm
                                                                                                                                                Compare Size",75.8 mm,"9.4 mm
                                                                                                                                                                                    
             








Average            
▾","202 grams
                                                                                                                                                                                    
             








Poor            
▾",,Single,Yes,"Yes, LED Flash",8000 x 6000 Pixels,5000 mAh,Li-ion,No,,Yes,"64 GB
                                                                                        
             








Best in Class            
▾","Yes, Up to 512 GB",,,"Dual SIM, GSM+GSM","4G (supports Indian bands), 3G, 2G",Yes,"Yes, Wi-Fi 802.11, b/g/n","Yes, v5.0","Yes with A-GPS, Glonass",,,Yes,Yes,"Yes, Splash proof",,
Huawei,"16,090","October 23, 2021 (Expected)",Android v10 (Q),"Octa core (2 GHz, Quad core, Cortex A73 + 1.7 GHz, Quad core, Cortex A53)",64 bit,"4 GB
                                                                                        
             








Excellent            
▾",IPS LCD,6.67 inches (16.94 cm),84.29 %,"Yes, Capacitive Touchscreen, Multi-touch",,"165.7 mm
                                                                                                                                                Compare Size",76.9 mm,"9.3 mm
                                                                                                                                                                                    
             








Average            
▾","206 grams
                                                                                                                                                                                    
             








Poor            
▾",,Single,Yes,"Yes, LED Flash",4128 x 3096 Pixels,5000 mAh,Li-Polymer,No,"Yes, Fast, 22.5W: 46 % in 30 minutes",Yes,"128 GB
                                                                                        
             








Best in Class            
▾","Yes, Up to 256 GB",,,"Dual SIM, GSM+GSM","4G (supports Indian bands), 3G, 2G",Yes,"Yes, Wi-Fi 802.11, b/g/n","Yes, v5.1",Yes with A-GPS,No,,Yes,Yes,,,
Xiaomi,"9,299","September 28, 2021 (Official)",Android v10 (Q),"Octa core (2 GHz, Quad core, Cortex A53 + 1.5 GHz, Quad core, Cortex A53)",64 bit,"4 GB
                                                                                        
             








Excellent            
▾",IPS LCD,6.53 inches (16.59 cm),81.08 %,"Yes, Capacitive Touchscreen, Multi-touch",,"164.9 mm
                                                                                                                                                Compare Size",77 mm,"9 mm
                                                                                                                                                                                    
             








Good            
▾","194 grams
                                                                                                                                                                                    
             








Below Average            
▾",,Single,Yes,"Yes, LED Flash",4128 x 3096 Pixels,5000 mAh,Li-Polymer,No,,No,"128 GB
                                                                                        
             








Best in Class            
▾","Yes, Up to 512 GB",,eMMC 5.1,"Dual SIM, GSM+GSM","4G (supports Indian bands), 3G, 2G",Yes,"Yes, Wi-Fi 802.11, b/g/n","Yes, v5.0","Yes with A-GPS, Glonass",No,,Yes,No,"Yes, Splash proof",,
Micromax,"6,839","January 28, 2020 (Official)",Android v9.0 (Pie),"Octa core (1.6 GHz, Quad core, Cortex A55 + 1.2 GHz, Quad core, Cortex A55)",,3 GB,IPS LCD,6.08 inches (15.44 cm),,"Yes, Capacitive Touchscreen, Multi-touch",,,,,,Back: Plastic,Single,Yes,"Yes, LED Flash",4128 x 3096 Pixels,3950 mAh,Li-ion,No,,No,32 GB,"Yes, Up to 64 GB",,,"Dual SIM, GSM+GSM","4G (supports Indian bands), 3G, 2G",Yes,"Yes, Wi-Fi 802.11, b/g/n",Yes,Yes with A-GPS,,,Yes,Yes,,,
Meizu,"3,849","December 5, 2018 (Official)",Android v8.0 (Oreo),"Quad core, 1.3 GHz, Cortex A53",,2 GB,HD IGZO LCD,5.45 inches (13.84 cm),73.64 %,"Yes, Capacitive Touchscreen",,"146.2 mm
                                                                                                                                                Compare Size",71.2 mm,9.7 mm,150 grams,Back: Polycarbonate,Single,Yes,"Yes, LED Flash",4128 x 3096 Pixels,3000 mAh,Li-ion,No,,No,16 GB,"Yes, Up to 128 GB",,,"Dual SIM, GSM+GSM","4G (supports Indian bands), 3G, 2G",Yes,"Yes, Wi-Fi 802.11, b/g/n","Yes, v4.1","Yes with A-GPS, Glonass",,,Yes,No,,,
LG,"8,990","September 1, 2018 (Official)",Android v8.0 (Oreo),"Octa core (1.5 GHz, Quad core, Cortex A53 + 1 GHz, Quad core, Cortex A53)",64 bit,"3 GB
                                                                                        
             








Excellent            
▾",IPS LCD,5.5 inches (13.97 cm),78.34 %,"Yes, Capacitive Touchscreen, Multi-touch",,"143.8 mm
                                                                                                                                                Compare Size",69.3 mm,"8.4 mm
                                                                                                                                                                                    
             








Very Good            
▾","145 grams
                                                                                                                                                                                    
             








Good            
▾",,Single,"Yes, Phase Detection autofocus","Yes, LED Flash",4128 x 3096 Pixels,3000 mAh,Li-Polymer,No,"Yes, Fast: 60 % in 60 minutes",Yes,"32 GB
                                                                                        
             








Excellent            
▾","Yes, Up to 2 TB",,,"Dual SIM, GSM+GSM","4G (supports Indian bands), 3G, 2G",Yes,"Yes, Wi-Fi 802.11, b/g/n","Yes, v4.2","Yes with A-GPS, Glonass",,"Yes, RDS, Stereo FM",Yes,Yes,"Yes, Water resistant (up to 30 minutes in a depth of 1.5 meter), IP68",,
Infinix,"7,999","August 10, 2018 (Official)",Android v8.1 (Oreo),"Quad core, 1.5 GHz, Cortex A53",64 bit,"3 GB
                                                                                        
             








Excellent            
▾",IPS LCD,5.45 inches (13.84 cm),72.95 %,"Yes, Capacitive Touchscreen, Multi-touch",,"148 mm
                                                                                                                                                Compare Size",71 mm,"8.4 mm
                                                                                                                                                                                    
             








Very Good            
▾","138 grams
                                                                                                                                                                                    
             








Very Good            
▾",Back: Plastic,Single,"Yes, Phase Detection autofocus","Yes, Dual LED",4128 x 3096 Pixels,3050 mAh,Li-Polymer,No,,No,"32 GB
                                                                                        
             








Excellent            
▾","Yes, Up to 128 GB",,,"Dual SIM, GSM+GSM, Dual VoLTE","4G (supports Indian bands), 3G, 2G",Yes,"Yes, Wi-Fi 802.11, b/g/n","Yes, v4.1",Yes with A-GPS,,,Yes,No,,,
Infinix,"8,999","July 17, 2018 (Official)",Android v8.0 (Oreo),"Quad core, 1.4 GHz, Cortex A53",64 bit,"3 GB
                                                                                        
             








Excellent            
▾",IPS LCD,6.0 inches (15.24 cm),76.01 %,"Yes, Capacitive Touchscreen, Multi-touch",,"160.4 mm
                                                                                                                                                Compare Size",76.2 mm,"8.6 mm
                                                                                                                                                                                    
             








Good            
▾","158 grams
                                                                                                                                                                                    
             








Good            
▾",,Single,"Yes, Phase Detection autofocus","Yes, LED Flash",4128 x 3096 Pixels,4000 mAh,Li-ion,No,,No,"32 GB
                                                                                        
             








Excellent            
▾","Yes, Up to 128 GB",,,"Dual SIM, GSM+GSM","4G (supports Indian bands), 3G, 2G",Yes,"Yes, Wi-Fi 802.11, b/g/n","Yes, v4.1",Yes with A-GPS,,Yes,Yes,Yes,,,
Honor,"36,000","January 8, 2018 (Official)",Android v8.0 (Oreo),"Octa core (2.36 GHz, Quad core, Cortex A73 + 1.8 GHz, Quad core, Cortex A53)",64 bit,"6 GB
                                                                                        
             








Best in Class            
▾",IPS LCD,5.99 inches (15.21 cm),78.74 %,"Yes, Capacitive Touchscreen, Multi-touch",,"157 mm
                                                                                                                                                Compare Size",74.9 mm,"6.9 mm
                                                                                                                                                                                    
             








Excellent            
▾","172 grams
                                                                                                                                                                                    
             








Average            
▾",Case: AluminiumBack: Aluminium,Single,"Yes, Phase Detection autofocus","Yes, LED Flash",4616 x 3464 Pixels,3750 mAh,Li-ion,No,"Yes, Fast",Yes,"128 GB
                                                                                        
             








Best in Class            
▾","Yes, Up to 256 GB",Up to 116 GB,,"Dual SIM, GSM+GSM, Dual VoLTE","4G (supports Indian bands), 3G, 2G",Yes,"Yes, Wi-Fi 802.11, a/ac/b/g/n/n 5GHz","Yes, v4.2","Yes with A-GPS, Glonass",Yes,No,Yes,Yes,,,
Infinix,"8,999","August 3, 2017 (Official)",Android v7.0 (Nougat),"Octa core, 1.3 GHz, Cortex A53",64 bit,"3 GB
                                                                                        
             








Excellent            
▾",IPS LCD,5.7 inches (14.48 cm),71.32 %,"Yes, Capacitive Touchscreen, Multi-touch",,"159 mm
                                                                                                                                                Compare Size",78.8 mm,"8.4 mm
                                                                                                                                                                                    
             








Very Good            
▾","198 grams
                                                                                                                                                                                    
             








Below Average            
▾",Back: Metal,Single,No,"Yes, LED Flash",4208 x 3120 Pixels,4300 mAh,Li-Polymer,No,"Yes, Fast: 45 % in 30 minutes",No,"32 GB
                                                                                        
             








Excellent            
▾","Yes, Up to 128 GB",,,"Dual SIM, GSM+GSM","4G (supports Indian bands), 3G, 2G",Yes,"Yes, Wi-Fi 802.11, a/b/g/n","Yes, v4.2",Yes with A-GPS,No,Yes,Yes,Yes,,,
Ziox,"2,950","June 27, 2017 (Official)",Android v6.0 (Marshmallow),"Quad core, 1.3 GHz",,512 MB,TFT,4.0 inches (10.16 cm),,"Yes, Capacitive Touchscreen",,,,,,,Single,No,No,1600 x 1200 Pixels,1450 mAh,Li-ion,,,No,4 GB,"Yes, Up to 32 GB",,,"Dual SIM, GSM+GSM","4G (supports Indian bands), 3G, 2G",Yes,"Yes, Wi-Fi 802.11, b/g/n",Yes,Yes,No,Yes,Yes,No,,,
Lenovo,"22,999","January 19, 2017 (Official)",Android v6.0 (Marshmallow),"Octa core (1.8 GHz, Quad core, Cortex A72 + 1.4 GHz, Quad core, Cortex A53)",64 bit,"4 GB
                                                                                        
             








Excellent            
▾",IPS LCD,6.4 inches (16.26 cm),70.8 %,"Yes, Capacitive Touchscreen, Multi-touch",,"179.8 mm
                                                                                                                                                Compare Size",88.5 mm,"10.7 mm
                                                                                                                                                                                    
             








Below Average            
▾","259 grams
                                                                                                                                                                                    
             








Poor            
▾",Case: MetalBack: Metal,Single,Yes,"Yes, LED Flash",4616 x 3464 Pixels,4050 mAh,Li-Polymer,No,"Yes, Fast",No,"64 GB
                                                                                        
             








Best in Class            
▾","Yes, Up to 128 GB",,,"Dual SIM, GSM+GSM","4G (supports Indian bands), 3G, 2G",,"Yes, Wi-Fi 802.11, a/ac/b/g/n/n 5GHz","Yes, v4.0","Yes with A-GPS, Glonass",No,Yes,Yes,Yes,,,
XOLO,"3,899","October 27, 2016 (Official)",Android v6.0 (Marshmallow),"Quad core, 1.3 GHz, Cortex A7",,"1 GB
                                                                                        
             








Good            
▾",IPS LCD,5.0 inches (12.7 cm),64.29 %,"Yes, Capacitive Touchscreen, Multi-touch",,"146.5 mm
                                                                                                                                                Compare Size",73 mm,"9.2 mm
                                                                                                                                                                                    
             








Good            
▾","145 grams
                                                                                                                                                                                    
             








Good            
▾",,Single,No,"Yes, LED Flash",2592 x 1944 Pixels,2350 mAh,Li-ion,Yes,,No,"8 GB
                                                                                        
             








Average            
▾","Yes, Up to 32 GB",,,"Dual SIM, GSM+GSM","4G (supports Indian bands), 3G, 2G",Yes,"Yes, Wi-Fi 802.11, b/g/n","Yes, v4.0",Yes with A-GPS,No,Yes,Yes,No,,,
Lyf,"4,950","August 4, 2016 (Official)",Android v5.1 (Lollipop),"Quad core, 1 GHz, Cortex A53",64 bit,"2 GB
                                                                                        
             








Very Good            
▾",IPS LCD,6.0 inches (15.24 cm),77.61 %,"Yes, Capacitive Touchscreen, Multi-touch",,"157.5 mm
                                                                                                                                                Compare Size",81 mm,"8.5 mm
                                                                                                                                                                                    
             








Very Good            
▾","223 grams
                                                                                                                                                                                    
             








Poor            
▾",,Single,Yes,No,3264 x 2448 Pixels,2850 mAh,Li-ion,No,,No,"16 GB
                                                                                        
             








Very Good            
▾","Yes, Up to 32 GB",,,"Dual SIM, GSM+GSM","4G (supports Indian bands), 3G, 2G",Yes,"Yes, Wi-Fi 802.11, b/g/n","Yes, v4.1",Yes with A-GPS,No,Yes,Yes,No,,,
Microsoft,"13,999","April 7, 2016 (Official)",Windows v10,"Quad core, 1.3 GHz, Cortex A7",,"1 GB
                                                                                        
             








Good            
▾",AMOLED,5.0 inches (12.7 cm),68.3 %,"Yes, Capacitive Touchscreen, Multi-touch",,"142 mm
                                                                                                                                                Compare Size",70.9 mm,"6.9 mm
                                                                                                                                                                                    
             








Excellent            
▾","122 grams
                                                                                                                                                                                    
             








Very Good            
▾",,Single,Yes,No,3264 x 2448 Pixels,2000 mAh,Li-ion,Yes,,No,"16 GB
                                                                                        
             








Very Good            
▾","Yes, Up to 200 GB",,,"Dual SIM, GSM+GSM","4G (supports Indian bands), 3G, 2G",,"Yes, Wi-Fi 802.11, b/g/n","Yes, v4.1","Yes with A-GPS, Glonass",Yes,Yes,Yes,No,,,
HTC,"25,999","November 5, 2014 (Official)",Android v4.4.2 (KitKat),"Octa core (1.5 GHz, Quad core, Cortex A53 + 1 GHz, Quad core)",64 bit,"2 GB
                                                                                        
             








Very Good            
▾",LCD,5.5 inches (13.97 cm),67.04 %,"Yes, Capacitive Touchscreen, Multi-touch",,"157.7 mm
                                                                                                                                                Compare Size",78.7 mm,"7.7 mm
                                                                                                                                                                                    
             








Very Good            
▾","155 grams
                                                                                                                                                                                    
             








Good            
▾",,Single,No,No,4128 x 3096 Pixels,2600 mAh,Li-Polymer,No,,No,"16 GB
                                                                                        
             








Very Good            
▾","Yes, Up to 128 GB",,,"Dual SIM, GSM+GSM","4G (supports Indian bands), 3G, 2G",,"Yes, Wi-Fi 802.11, a/b/g/n/n 5GHz, Dual antennas","Yes, v4.0","Yes with A-GPS, Glonass",No,Yes,Yes,No,,,
Tecno,"7,990","November 21, 2021 (Expected)",Android v10 (Q),"Octa core, 2 GHz, Cortex A53",64 bit,"2 GB
                                                                                        
             








Very Good            
▾",IPS LCD,7 inches (17.78 cm),84.16 %,"Yes, Capacitive Touchscreen, Multi-touch",,"174.67 mm
                                                                                                                                                Compare Size",79.27 mm,"9.05 mm
                                                                                                                                                                                    
             








Good            
▾",,,Single,Yes,"Yes, Quad LED Flash",4128 x 3096 Pixels,5000 mAh,Li-Polymer,No,,No,"32 GB
                                                                                        
             








Excellent            
▾","Yes, Up to 128 GB",,,"Dual SIM, GSM+GSM","4G (supports Indian bands), 3G, 2G",Yes,"Yes, Wi-Fi 802.11, b/g/n",Yes,Yes with A-GPS,,,Yes,Yes,,,
Huawei,"10,290","November 19, 2021 (Expected)",Android v10 (Q),"Octa core, 2 GHz, Cortex A53",64 bit,"2 GB
                                                                                        
             








Very Good            
▾",TFT,5.45 inches (13.84 cm),73.8 %,"Yes, Capacitive Touchscreen, Multi-touch",,"146.5 mm
                                                                                                                                                Compare Size",70.9 mm,"8.4 mm
                                                                                                                                                                                    
             








Very Good            
▾","144 grams
                                                                                                                                                                                    
             








Very Good            
▾",,Single,,"Yes, LED Flash",3264 x 2448 Pixels,3020 mAh,Li-ion,No,,No,"32 GB
                                                                                        
             








Excellent            
▾","Yes, Up to 256 GB",,,"Dual SIM, GSM+GSM","4G (supports Indian bands), 3G, 2G",Yes,"Yes, Wi-Fi 802.11, b/g/n","Yes, v5.0",Yes with A-GPS,No,,Yes,No,,,
Moto,"22,090","November 17, 2021 (Expected)",Android v10 (Q),"Octa core (2.2 GHz, Dual core, Kryo 460 + 1.7 GHz, Hexa Core, Kryo 460)",64 bit,"4 GB
                                                                                        
             








Excellent            
▾",IPS LCD,6.8 inches (17.27 cm),84.4 %,"Yes, Capacitive Touchscreen, Multi-touch",,"169.8 mm
                                                                                                                                                Compare Size",77.9 mm,"9 mm
                                                                                                                                                                                    
             








Good            
▾","213 grams
                                                                                                                                                                                    
             








Poor            
▾",Back: Plastic,Single,"Yes, Phase Detection autofocus","Yes, Screen flash",8000 x 6000 Pixels,4000 mAh,Li-ion,No,,Yes,"128 GB
                                                                                        
             








Best in Class            
▾","Yes, Up to 512 GB",,UFS 2.1,"Single SIM, GSM","4G (supports Indian bands), 3G, 2G",Yes,"Yes, Wi-Fi 802.11, a/ac/b/g/n/n 5GHz","Yes, v5.0","Yes with A-GPS, Glonass",No,,Yes,Yes,"Yes, Splash proof",,
Realme,"17,999","March 13, 2020 (Official)",Android v10 (Q),"Octa core (2.3 GHz, Dual core, Kryo 465 + 1.8 GHz, Hexa Core, Kryo 465)",64 bit,"6 GB
                                                                                        
             








Best in Class            
▾",IPS LCD,6.6 inches (16.76 cm),84.7 %,"Yes, Capacitive Touchscreen, Multi-touch",90 Hz,"163.8 mm
                                                                                                                                                Compare Size",75.8 mm,"8.9 mm
                                                                                                                                                                                    
             








Good            
▾","202 grams
                                                                                                                                                                                    
             








Poor            
▾",Back: Mineral Glass,Dual,"Yes, Phase Detection autofocus","Yes, LED Flash",9000 x 7000 Pixels,4300 mAh,Li-ion,No,"Yes, Flash, 30W: 40 % in 15 minutes",Yes,"128 GB
                                                                                        
             








Best in Class            
▾","Yes, Up to 256 GB",Up to 105 GB,UFS 2.1,"Dual SIM, GSM+GSM","4G (supports Indian bands), 3G, 2G",Yes,"Yes, Wi-Fi 802.11, a/ac/b/g/n/n 5GHz, MIMO","Yes, v5.1","Yes with A-GPS, Glonass",No,Yes,Yes,Yes,"Yes, Splash proof",,
